,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,химшлак последний Al2O3,химшлак первый Al2O3_1,136 RE,54E1,60E1,UIC54,НЕТ,ОР50,ОР65,Р50,Р65,Рельсы трамвайные,Шар заг d шара 100 мм 2 гр.,"Шар заг d шара 80-100 мм 2,3 гр.",Шар заг d шара 80-100 мм 4 гр.,Шары мелющие d 80-100 мм,Швеллер 40У,900А,G2HH,R260,R350HT,НХ,С255,Ш2.2,Ш2Л,Э73Ф,Э76,Э76Ф,Э76ХАФ,Э76ХФ,Э90ХАФ,сыпуч известь РП,химшлак первый SiO2_1
1784,35.0,43.85,18.35,43.85,0.35608,0.099264,0.210519,0.154524,1577.0,1597.0,9.794982899999999,13477.9291553,114.1,1.0,14.317,0.05,0.37,0.02,0.153,0.321,0.17600000000000002,4122.0,0.001,0.465,0.335,0.10099999999999999,0.614,0.009000000000000001,0.011000000000000001,0.08,0.01,0.021,0.435,0.001,0.003,0.003,0.768,0.0003,0.419,0.1,0.7929999999999999,0.008,0.013000000000000001,0.08,0.011000000000000001,0.015,0.573,0.003,0.037000000000000005,50.9,0.4,8.1,0.13,2.5,56.1,0.5,9.6,0.13,2.2,25.5,4.9,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,20.2
1785,33.0,42.216666700000005,20.65,42.216666700000005,0.30104000000000003,0.128592,0.121952,0.131297,1546.0,1581.0,19.100039499999998,14045.5205811,115.4,1.0,26.878,0.05,0.3,0.02,0.154,0.183,0.228,4834.0,0.002,0.498,0.311,0.10400000000000001,0.696,0.008,0.012,0.075,0.013000000000000001,0.02,0.45299999999999996,0.002,0.004,0.003,0.755,0.0004,0.419,0.105,0.7929999999999999,0.006999999999999999,0.012,0.076,0.013999999999999999,0.015,0.5660000000000001,0.003,0.037000000000000005,59.5,0.3,8.6,0.19,2.3,61.5,0.9,3.8,0.11,2.4,25.2,4.3,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,25.4
1799,39.0,50.3666667,22.5166667,50.033333299999995,0.498855,0.049068,0.133992,0.072604,1582.0,1587.0,7.343694800000001,13531.310140600002,109.1000001,1.0,11.55,0.113,0.504,0.020000099999999996,0.0600001,0.206,0.087,5078.0,0.002,0.43799999999999994,0.244,0.10400000000000001,0.672,0.008,0.01,0.076,0.009000000000000001,0.024,0.47100000000000003,0.002,0.002,0.003,0.8440000000000001,0.0002,0.289,0.10400000000000001,0.792,0.006,0.013999999999999999,0.075,0.011000000000000001,0.018000000000000002,0.552,0.003,0.084,62.1,0.3,7.0,0.17,2.6,62.1,0.3,7.1,0.17,2.7,23.0,3.6,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052000000000000005,23.8
1801,6.0,48.55,15.35,48.3833333,0.41936999999999997,0.100392,0.25958000000000003,0.141782,1616.0,1583.0,11.297547199999999,12582.4104235,112.5,1.0,6.653,0.05,0.446,0.02,0.11800000000000001,0.39899999999999997,0.17800000000000002,3219.0,0.001,0.5329999999999999,0.201,0.096,0.568,0.015,0.01,0.08199999999999999,0.006999999999999999,0.022000000000000002,0.41100000000000003,0.001,0.001,0.003,0.845,0.0002,0.28800000000000003,0.096,0.795,0.013000000000000001,0.017,0.08199999999999999,0.008,0.017,0.547,0.002,0.085,56.1,0.4,15.6,0.1,2.1,50.3,0.3,10.0,0.11,2.2,23.4,3.6,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10400000000000001,26.6
1802,9.0,42.3333333,16.15,42.1833333,0.472325,0.046812,0.21407199999999998,0.075152,1590.0,1578.0,17.670803399999997,12802.4767802,109.8,1.0,15.03,0.05,0.523,0.02,0.032,0.332,0.083,3446.0,0.001,0.42700000000000005,0.248,0.09699999999999999,0.59,0.064,0.01,0.084,0.008,0.022000000000000002,0.455,0.001,0.002,0.003,0.871,0.0005,0.28800000000000003,0.09699999999999999,0.78,0.061,0.013999999999999999,0.084,0.009000000000000001,0.017,0.545,0.003,0.084,54.8,0.9,11.9,0.14,2.4,58.8,0.3,7.4,0.06,2.2,26.5,4.1,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,22.5
1803,6.0,43.6833333,17.0166667,43.5166667,0.506075,0.088548,0.21452,0.141784,1609.0,1582.0,12.2155662,12510.088148899998,113.5,1.0,9.199,0.05,0.557,0.02,0.136,0.32799999999999996,0.157,3548.0,0.001,0.47700000000000004,0.21899999999999997,0.092,0.611,0.023,0.009000000000000001,0.073,0.011000000000000001,0.019,0.413,0.001,0.002,0.002,0.851,0.0002,0.293,0.091,0.7879999999999999,0.02,0.013000000000000001,0.07200000000000001,0.012,0.016,0.53,0.002,0.08199999999999999,48.3,0.4,11.4,0.12,2.0,57.5,0.4,7.2,0.07,2.2,26.6,3.8,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,24.5
1804,8.0,43.5666667,16.1833333,43.2333333,0.540485,0.05470800000000001,0.20749499999999999,0.11248699999999999,1613.0,1586.0,10.292606300000001,12071.678681799998,114.0,1.0,12.374,0.05,0.606,0.02,0.09300000000000001,0.319,0.09699999999999999,3256.0,0.001,0.41,0.244,0.095,0.617,0.042,0.009000000000000001,0.075,0.009000000000000001,0.019,0.43,0.001,0.002,0.003,0.847,0.0002,0.292,0.095,0.802,0.040999999999999995,0.012,0.075,0.01,0.016,0.55,0.003,0.084,61.3,0.8,9.8,0.14,2.5,59.3,0.9,7.2,0.1,2.2,26.6,4.5,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,24.2
1805,6.0,40.7,21.9833333,40.533333299999995,0.5165649999999999,0.09306,0.188972,0.08153200000000001,1563.0,1576.0,11.7141536,13938.7414708,112.0,1.0,7.035,0.05,0.57,0.02,0.052000000000000005,0.292,0.165,5107.0,0.001,0.424,0.20800000000000002,0.09,0.613,0.018000000000000002,0.01,0.075,0.006999999999999999,0.02,0.452,0.001,0.002,0.003,0.84,0.0004,0.29100000000000004,0.09300000000000001,0.7929999999999999,0.018000000000000002,0.015,0.078,0.008,0.017,0.563,0.003,0.084,57.8,0.6,12.1,0.28,2.2,57.3,0.5,4.6,0.07,2.6,21.7,4.1,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052000000000000005,26.3
1818,47.0,57.3833333,23.95,57.3833333,0.38955500000000004,0.133668,0.050615,0.06729500000000001,1559.0,1604.0,7.302150999999999,12849.2693111,114.1,1.0,13.296,0.05,0.41100000000000003,0.02,0.085,0.075,0.237,5129.0,0.002,0.457,0.305,0.096,0.745,0.013999999999999999,0.011000000000000001,0.073,0.012,0.018000000000000002,0.495,0.002,0.003,0.004,0.7709999999999999,0.0004,0.418,0.094,0.7879999999999999,0.013000000000000001,0.013000000000000001,0.073,0.013000000000000001,0.015,0.568,0.003,0.037000000000000005,63.9,0.5,6.1,0.09,2.9,58.2,0.4,6.7,0.07,2.3,25.7,4.1,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.9
1821,41.0,47.5166667,23.7333333,47.5166667,0.395385,0.131412,0.11808699999999998,0.071739,1539.0,1575.0,8.9399036,13462.078651700002,112.0,1.0,13.909,0.05,0.41600000000000004,0.02,0.065,0.18100000000000002,0.233,5325.0,0.002,0.45799999999999996,0.306,0.073,0.687,0.006,0.012,0.061,0.006999999999999999,0.015,0.49,0.002,0.002,0.003,0.76,0.0001,0.419,0.07400000000000001,0.789,0.006,0.013000000000000001,0.061,0.008,0.013000000000000001,0.57,0.003,0.037000000000000005,58.7,0.4,10.3,0.16,2.7,60.3,0.8,4.5,0.07,2.6,22.9,5.5,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.8
1822,33.0,51.5666667,14.2,51.5666667,0.40131999999999995,0.10715999999999999,0.089972,0.10996800000000001,1586.0,1574.0,11.3244762,12574.6478873,112.8,1.0,19.368,0.05,0.429,0.02,0.136,0.134,0.19,2976.0,0.002,0.46399999999999997,0.33,0.092,0.7090000000000001,0.005,0.012,0.061,0.01,0.02,0.46299999999999997,0.002,0.002,0.003,0.7709999999999999,0.0002,0.42,0.091,0.7859999999999999,0.004,0.013999999999999999,0.061,0.011000000000000001,0.018000000000000002,0.569,0.003,0.037000000000000005,62.9,0.4,6.8,0.13,3.0,62.0,0.6,4.0,0.07,2.7,22.9,5.4,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.2
1823,34.0,56.7,16.8333333,56.7,0.389425,0.080652,0.044795999999999996,0.10738199999999999,1557.0,1564.0,8.4356002,12403.960395999999,114.0,1.0,15.402000000000001,0.05,0.42100000000000004,0.02,0.15,0.063,0.14300000000000002,3480.0,0.002,0.462,0.353,0.09,0.752,0.006999999999999999,0.012,0.061,0.013999999999999999,0.021,0.48100000000000004,0.002,0.002,0.003,0.768,0.0004,0.419,0.091,0.7909999999999999,0.006,0.013000000000000001,0.062,0.013999999999999999,0.015,0.563,0.002,0.035,59.1,0.4,7.4,0.1,2.7,57.5,0.8,7.9,0.12,2.3,25.3,5.7,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.5
1867,33.0,43.1833333,17.1666667,43.1833333,0.46048,0.093624,0.07737000000000001,0.12415699999999999,1577.0,1578.0,8.9180239,13082.3300971,114.1,1.0,12.837,0.05,0.505,0.02,0.161,0.11599999999999999,0.166,3743.0,0.002,0.41100000000000003,0.341,0.109,0.7140000000000001,0.006,0.009000000000000001,0.066,0.013999999999999999,0.023,0.45299999999999996,0.002,0.003,0.003,0.768,0.0002,0.418,0.109,0.7809999999999999,0.005,0.011000000000000001,0.067,0.015,0.017,0.562,0.003,0.036000000000000004,57.1,0.8,8.9,0.18,2.6,56.2,1.0,6.7,0.08,2.5,22.4,5.6,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084,22.0
1871,26.0,47.3833333,16.8833333,47.3833333,0.43421499999999996,0.15961199999999998,0.18888,0.14551,1583.0,1586.0,17.675457,13472.458045399999,112.7,1.0,27.666999999999998,0.05,0.456,0.02,0.15,0.29,0.28300000000000003,3791.0,0.001,0.434,0.282,0.086,0.618,0.008,0.01,0.059000000000000004,0.006,0.018000000000000002,0.441,0.001,0.002,0.003,0.759,0.0002,0.419,0.08800000000000001,0.7879999999999999,0.006999999999999999,0.012,0.059000000000000004,0.008,0.015,0.57,0.003,0.036000000000000004,58.1,0.4,10.1,0.15,2.6,49.8,0.7,11.3,0.13,2.4,20.4,4.2,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,22.3
1874,41.0,50.0166667,21.5166667,50.0166667,0.389375,0.121303,0.100038,0.13708,1558.0,1581.0,10.348790300000001,13284.5855926,111.2,1.0,17.11,0.05,0.41100000000000003,0.02,0.172,0.151,0.217,4764.0,0.002,0.451,0.314,0.099,0.695,0.006,0.01,0.065,0.01,0.019,0.445,0.002,0.003,0.003,0.757,0.00031967288191034744,0.41600000000000004,0.098,0.784,0.006,0.012,0.065,0.011000000000000001,0.013000000000000001,0.575,0.003,0.036000000000000004,51.1,0.7,9.2,0.13,2.5,53.4,0.6,6.7,0.07,2.5,21.0,5.0,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.040999999999999995,20.2
1877,23.0,45.5166667,24.2333333,45.5166667,0.172035,0.133601,0.107724,0.069016,1571.0,1632.0,9.1796038,13558.1843191,112.6,1.0,13.902000000000001,0.05,0.14,0.02,0.064,0.166,0.239,5476.0,0.002,0.6579999999999999,0.303,0.08800000000000001,0.701,0.006,0.006999999999999999,0.061,0.012,0.018000000000000002,0.509,0.003,0.003,0.004,0.763,0.0006,0.42,0.08900000000000001,0.797,0.005,0.01,0.061,0.012,0.011000000000000001,0.5710000000000001,0.003,0.037000000000000005,62.8,0.4,7.0,0.13,3.0,55.2,0.5,5.9,0.09,2.7,20.4,4.7,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.049,21.2
1878,29.0,50.3666667,25.1833333,50.3666667,0.37717,0.126334,0.07305,0.106195,1556.0,1610.0,12.02045,14109.3315685,114.4,1.0,20.180999999999997,0.05,0.396,0.02,0.135,0.11,0.226,5922.0,0.002,0.49700000000000005,0.312,0.10400000000000001,0.72,0.006,0.009000000000000001,0.07,0.012,0.018000000000000002,0.473,0.002,0.003,0.004,0.7759999999999999,0.0004,0.419,0.10400000000000001,0.784,0.005,0.01,0.071,0.013000000000000001,0.012,0.547,0.003,0.036000000000000004,59.9,0.7,12.0,0.13,2.9,56.8,0.5,7.6,0.1,2.6,21.6,5.3,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.157,20.9
1879,37.0,49.7,18.65,49.7,0.38886,0.11403599999999998,0.092436,0.11568599999999998,1584.0,1599.0,10.0128773,14174.798927599999,112.9,1.0,16.588,0.05,0.41200000000000003,0.02,0.142,0.14,0.204,4406.0,0.002,0.473,0.318,0.099,0.715,0.006,0.01,0.068,0.012,0.017,0.46799999999999997,0.002,0.003,0.004,0.755,0.0004,0.41600000000000004,0.099,0.792,0.005,0.011000000000000001,0.068,0.013000000000000001,0.011000000000000001,0.573,0.003,0.037000000000000005,59.6,0.4,8.6,0.09,2.8,59.1,0.7,4.7,0.14,2.3,25.6,4.9,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.5
1880,45.0,47.8833333,21.8833333,47.8833333,0.406075,0.106769,0.10846800000000001,0.11913299999999999,1557.0,1593.0,13.148207399999999,14158.720487399998,113.4,1.0,20.986,0.05,0.434,0.02,0.141,0.165,0.191,5164.0,0.002,0.474,0.326,0.102,0.7,0.008,0.009000000000000001,0.079,0.011000000000000001,0.018000000000000002,0.466,0.002,0.002,0.004,0.7709999999999999,0.0005,0.418,0.10099999999999999,0.7959999999999999,0.008,0.012,0.079,0.012,0.015,0.579,0.003,0.037000000000000005,58.5,0.4,6.1,0.1,2.9,58.8,0.5,5.9,0.07,2.7,22.2,6.7,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.053,20.4
1881,50.0,43.3333333,16.35,43.3333333,0.46223500000000006,0.106769,0.09133200000000001,0.12188800000000001,1581.0,1580.0,11.4251538,13500.917431200001,115.3,1.0,16.503,0.05,0.504,0.02,0.152,0.138,0.191,3679.0,0.002,0.431,0.32799999999999996,0.10400000000000001,0.7190000000000001,0.006999999999999999,0.009000000000000001,0.07,0.013000000000000001,0.02,0.462,0.002,0.003,0.003,0.7559999999999999,0.0002,0.41600000000000004,0.10099999999999999,0.794,0.006,0.011000000000000001,0.07,0.013999999999999999,0.018000000000000002,0.5770000000000001,0.003,0.036000000000000004,62.0,0.7,5.5,0.11,2.8,59.3,0.5,4.6,0.08,2.7,21.9,6.4,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.053,21.8
1882,49.0,43.3333333,15.4666667,43.3333333,0.44788500000000003,0.12465699999999999,0.14157,0.140557,1584.0,1589.0,11.8661538,13829.741379299998,116.2,1.0,17.14,0.05,0.48100000000000004,0.02,0.161,0.21600000000000003,0.223,3565.0,0.002,0.429,0.312,0.095,0.6779999999999999,0.008,0.012,0.071,0.01,0.017,0.451,0.002,0.002,0.004,0.77,0.0004,0.41700000000000004,0.09699999999999999,0.797,0.006999999999999999,0.012,0.07200000000000001,0.011000000000000001,0.012,0.55,0.003,0.037000000000000005,60.0,0.3,7.0,0.11,2.7,58.6,0.3,6.2,0.09,2.2,26.1,4.8,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,22.0
1883,53.0,47.1666667,17.8833333,47.1666667,0.45378500000000005,0.126893,0.11207400000000001,0.134319,1579.0,1587.0,8.605137699999998,13578.005591799998,113.4,1.0,12.934000000000001,0.05,0.489,0.02,0.163,0.17,0.22699999999999998,4047.0,0.002,0.415,0.31,0.094,0.7,0.006,0.009000000000000001,0.066,0.01,0.019,0.45299999999999996,0.002,0.002,0.004,0.758,0.0004,0.41700000000000004,0.092,0.7929999999999999,0.005,0.012,0.065,0.011000000000000001,0.015,0.56,0.003,0.036000000000000004,58.5,1.4,6.2,0.18,2.7,58.2,0.4,8.7,0.11,2.2,26.2,4.7,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.9
1884,59.0,46.35,18.5,46.35,0.41326999999999997,0.126334,0.087924,0.11388499999999999,1556.0,1583.0,10.163960000000001,14043.2432432,113.7,1.0,15.229000000000001,0.05,0.44,0.02,0.141,0.133,0.226,4330.0,0.002,0.452,0.312,0.08800000000000001,0.7190000000000001,0.006,0.009000000000000001,0.062,0.01,0.017,0.473,0.002,0.002,0.004,0.76,0.0004,0.418,0.08800000000000001,0.799,0.005,0.011000000000000001,0.063,0.011000000000000001,0.013999999999999999,0.5589999999999999,0.003,0.038,59.2,0.4,9.2,0.12,2.7,56.7,0.8,9.9,0.11,2.3,25.2,4.7,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,22.0
1885,48.0,51.1833333,19.3666667,51.1833333,0.45114,0.120744,0.13488,0.12912200000000001,1576.0,1593.0,8.8755174,14232.7022375,112.8,1.0,14.652000000000001,0.05,0.486,0.02,0.146,0.20600000000000002,0.21600000000000003,4594.0,0.002,0.415,0.312,0.102,0.665,0.006,0.009000000000000001,0.064,0.008,0.025,0.45,0.001,0.002,0.003,0.7609999999999999,0.0002,0.419,0.105,0.7979999999999999,0.006,0.013000000000000001,0.064,0.009000000000000001,0.017,0.561,0.003,0.038,51.7,0.5,9.3,0.1,2.5,58.9,0.6,7.1,0.11,2.6,23.0,5.4,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.095,20.6
1886,55.0,46.6666667,21.15,46.6666667,0.405225,0.111241,0.085212,0.10800499999999999,1547.0,1594.0,13.223684200000001,13931.914893599998,114.4,1.0,20.1,0.05,0.433,0.02,0.133,0.129,0.19899999999999998,4911.0,0.002,0.478,0.32299999999999995,0.098,0.726,0.006,0.009000000000000001,0.064,0.012,0.02,0.47200000000000003,0.002,0.003,0.004,0.763,0.0011,0.41700000000000004,0.099,0.7979999999999999,0.006,0.011000000000000001,0.065,0.013000000000000001,0.016,0.57,0.004,0.035,61.5,0.6,6.9,0.09,2.8,48.1,1.0,2.2,0.09,2.5,19.5,4.6,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.063,21.7
1887,60.0,42.3333333,20.3166667,42.3333333,0.32264,0.108446,0.048264,0.10894100000000001,1551.0,1582.0,11.822767800000001,13646.923708000002,114.5,1.0,16.588,0.05,0.33299999999999996,0.02,0.149,0.071,0.19399999999999998,4621.0,0.002,0.5329999999999999,0.326,0.091,0.753,0.006999999999999999,0.008,0.062,0.012,0.018000000000000002,0.47100000000000003,0.002,0.003,0.004,0.762,0.00041,0.41700000000000004,0.09,0.797,0.006,0.011000000000000001,0.062,0.013000000000000001,0.011000000000000001,0.561,0.003,0.036000000000000004,59.9,0.5,5.9,0.12,3.0,57.4,0.4,10.1,0.13,2.2,25.6,4.4,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.040999999999999995,19.9
1888,22.0,46.8666667,13.983333300000002,46.8666667,0.47798,0.143104,0.162138,0.166141,1626.0,1590.0,10.0411891,13456.019070299997,113.7,1.0,15.575,0.05,0.514,0.02,0.193,0.244,0.256,3136.0,0.002,0.40399999999999997,0.29600000000000004,0.09699999999999999,0.657,0.006,0.01,0.067,0.009000000000000001,0.025,0.426,0.001,0.002,0.003,0.753,0.0003,0.415,0.098,0.795,0.005,0.012,0.068,0.01,0.015,0.5670000000000001,0.002,0.036000000000000004,55.5,0.6,11.9,0.14,2.1,55.7,0.5,12.1,0.14,2.2,25.9,4.1,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.106,26.0
1889,26.0,47.8666667,16.8166667,47.8666667,0.449675,0.141427,0.121992,0.173683,1587.0,1590.0,11.166112400000001,13697.125867200002,115.9,1.0,17.72,0.05,0.48100000000000004,0.02,0.221,0.17800000000000002,0.253,3839.0,0.002,0.429,0.303,0.1,0.6940000000000001,0.006,0.011000000000000001,0.068,0.009000000000000001,0.019,0.431,0.001,0.002,0.004,0.757,0.0006,0.418,0.099,0.7929999999999999,0.006,0.011000000000000001,0.068,0.01,0.013999999999999999,0.5710000000000001,0.003,0.035,53.1,0.8,15.7,0.17,2.4,56.6,0.4,12.8,0.13,2.2,25.4,4.5,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,21.9
1890,28.0,48.85,15.366666699999998,48.85,0.47479499999999997,0.132483,0.14014200000000002,0.16328399999999998,1616.0,1593.0,11.2513138,13501.9522777,113.3,1.0,18.199,0.05,0.513,0.02,0.198,0.20600000000000002,0.237,3458.0,0.002,0.41600000000000004,0.306,0.102,0.677,0.006,0.011000000000000001,0.07,0.011000000000000001,0.021,0.43200000000000005,0.001,0.002,0.003,0.752,0.0005,0.42,0.10300000000000001,0.802,0.005,0.012,0.071,0.012,0.013000000000000001,0.5770000000000001,0.003,0.037000000000000005,49.0,0.5,13.1,0.13,2.1,50.1,0.4,12.6,0.11,2.1,24.2,4.9,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.052000000000000005,23.6
1891,32.0,43.2,15.0333333,43.2,0.45188,0.13416,0.096795,0.14341700000000002,1591.0,1596.0,12.279383900000001,13426.164079799997,115.2,1.0,17.273,0.05,0.486,0.02,0.184,0.141,0.24,3364.0,0.002,0.433,0.306,0.095,0.713,0.01,0.012,0.069,0.011000000000000001,0.019,0.449,0.001,0.002,0.004,0.7509999999999999,0.0004,0.41600000000000004,0.09300000000000001,0.789,0.01,0.012,0.068,0.011000000000000001,0.015,0.578,0.003,0.037000000000000005,58.4,0.3,9.5,0.12,2.6,53.0,0.6,10.7,0.13,2.1,24.7,4.5,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.063,22.5
1892,41.0,45.6666667,18.1666667,45.6666667,0.41156570000000003,0.098384,0.03954,0.096742,1560.0,1597.0,8.1985401,13382.7522936,114.5,1.0,12.48,0.05,0.43799999999999994,0.02005693844151501,0.134,0.055999999999999994,0.17600000000000002,4052.0,0.002,0.461,0.335,0.10400000000000001,0.7559999999999999,0.008,0.01,0.078,0.013999999999999999,0.02,0.473,0.002,0.003,0.004,0.7390000000000001,0.0003,0.41600000000000004,0.10400000000000001,0.7879999999999999,0.008,0.01,0.078,0.013999999999999999,0.012,0.564,0.003,0.036000000000000004,58.5,0.4,10.0,0.16,2.6,58.4,0.3,7.9,0.11,2.2,26.4,4.6,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.055,22.6
1893,48.0,42.8666667,16.4333333,42.8666667,0.42261499999999996,0.106769,0.086145,0.09147899999999999,1555.0,1587.0,8.7249611,13468.965517200002,115.4,1.0,12.467,0.05,0.46399999999999997,0.02005693844151501,0.10800000000000001,0.127,0.191,3689.0,0.002,0.44299999999999995,0.327,0.111,0.7440000000000001,0.006,0.01,0.07200000000000001,0.012,0.021,0.473,0.002,0.003,0.003,0.768,0.0003,0.414,0.109,0.815,0.005,0.012,0.07200000000000001,0.012,0.016,0.575,0.003,0.035,58.6,0.5,9.7,0.19,2.5,58.6,0.6,6.7,0.11,2.3,25.5,5.5,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,23.3
1894,42.0,48.8333333,16.1833333,48.8333333,0.495525,0.09894299999999999,0.109653,0.15428599999999998,1582.0,1592.0,11.2042321,12768.692070000001,115.9,1.0,18.238,0.05,0.546,0.02,0.193,0.161,0.177,3444.0,0.001,0.401,0.33399999999999996,0.11199999999999999,0.691,0.009000000000000001,0.009000000000000001,0.079,0.016,0.022000000000000002,0.39899999999999997,0.001,0.002,0.003,0.78,0.0002,0.415,0.111,0.785,0.008,0.011000000000000001,0.079,0.016,0.011000000000000001,0.574,0.002,0.036000000000000004,51.9,0.7,14.0,0.28,2.1,51.6,0.8,15.2,0.13,2.1,25.2,4.6,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35100000000000003,24.5
1895,51.0,41.216666700000005,16.35,41.216666700000005,0.38871,0.13639600000000002,0.057386,0.094325,1549.0,1581.0,7.799513799999999,13478.8990826,111.2,1.0,10.694,0.05,0.409,0.02,0.121,0.084,0.244,3673.0,0.002,0.449,0.29600000000000004,0.11699999999999999,0.7390000000000001,0.008,0.009000000000000001,0.073,0.009000000000000001,0.018000000000000002,0.475,0.002,0.003,0.003,0.758,0.0003,0.415,0.11699999999999999,0.789,0.006999999999999999,0.01,0.073,0.01,0.016,0.563,0.003,0.037000000000000005,54.2,0.3,11.2,0.19,2.2,50.9,0.9,4.0,0.09,2.4,21.3,5.0,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,24.6
